시도,시군구,년,위도,경도,기온_6월10이상,기온_6월15이상,기온_6월20이상,기온_6월25이상,기온_6월30이상,기온_7월10이상,기온_7월15이상,기온_7월20이상,기온_7월25이상,기온_7월30이상,기온_8월10이상,기온_8월15이상,기온_8월20이상,기온_8월25이상,기온_8월30이상,기온_9월10이상,기온_9월15이상,기온_9월20이상,기온_9월25이상,기온_9월30이상,기온_10월10이상,기온_10월15이상,기온_10월20이상,기온_10월25이상,기온_10월30이상,전_P0,답_P0,임야_P0,대지_P0,공원_P0,과수원_P0,유원지_P0,묘지_P0,남자인구_P1,여자인구_P1,X65이상인구_P1,X65이상남자_P1,X65이상여자_P1,X65이상남자_P2,X65이상여자_P2,X50이상인구_P1,X50이상남자_P1,X50이상여자_P1,X50이상남자_P2,X50이상여자_P2,농가인구_P1,농가남자_P1,농가여자_P1,농가남자_P2,농가여자_P2,위험지수,color
전라남도,여수시,2017,34.760495,127.661571,719,719,539,85,5,744,744,744,489,35,744,744,744,594,114,720,719,656,128,0,710,625,202,17,0,12.674,7.771,59.522,4.491,0.462,0.108,0.076,0.349,50.867,49.133,16.567,7.029,9.538,42.43,57.57,40.478,19.134,21.344,47.271,52.729,7.274,3.494,3.78,48.032,51.968,6.081,white
전라남도,영광군,2017,35.2771368,126.5120749,719,685,462,150,1,742,742,742,604,117,735,734,698,489,126,720,678,419,131,2,646,401,107,16,0,12.717,23.944,43.775,2.868,0.078,0.14,0.002,0.132,49.645,50.355,27.683,11.124,16.558,40.185,59.815,51.42,23.332,28.088,45.375,54.625,25.861,12.313,13.548,47.612,52.388,48.211,red
전라남도,영암군,2017,34.8001685,126.6967918,719,695,483,146,7,585,585,585,443,74,744,744,709,529,127,718,685,456,148,0,651,480,173,27,0,9.962,26.544,37.897,2.36,0.323,0.652,0.035,0.191,51.361,48.639,23.194,9.103,14.091,39.247,60.753,45.062,20.901,24.161,46.383,53.617,28.687,13.306,15.383,46.382,53.624,75.933,red
전라남도,완도군,2017,34.310951,126.755043,719,718,512,126,4,744,744,744,566,91,744,744,731,563,110,720,717,599,128,0,715,571,190,24,0,13.533,9.018,65.347,2.41,0.022,0.267,0,0.348,50.208,49.792,30.82,12.827,17.993,41.62,58.38,55.83,25.642,30.188,45.929,54.071,18.54,8.617,9.923,46.478,53.522,90,red
전라남도,장성군,2017,35.3018328,126.784854,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,6.705,15.352,61.425,2.195,0.048,0.481,0.029,0.256,49.714,50.286,28.59,11.363,17.227,39.744,60.256,51.943,23.496,28.447,45.233,54.767,29.109,13.396,15.716,46.021,53.988,136.667,white
전라남도,장흥군,2017,34.681629,126.907059,719,700,493,167,6,744,744,741,540,103,744,744,703,477,113,716,670,438,139,0,624,459,159,23,0,5.393,15.528,64.698,1.793,0.053,0.129,0.017,0.267,48.548,51.452,32.432,12.721,19.712,39.222,60.778,57.623,25.6,32.022,44.428,55.572,28.945,13.089,15.859,45.22,54.79,147.029,white
전라남도,진도군,2017,34.455349,126.245964,719,649,272,60,0,731,731,730,235,39,744,744,697,287,41,720,691,279,38,0,671,317,58,6,0,12.614,16.62,57.512,1.685,0.011,0.15,0.008,0.385,48.919,51.081,33.3,12.966,20.335,38.936,61.064,58.45,26.095,32.356,44.644,55.356,32.771,14.642,18.129,44.679,55.321,75.933,red
전라남도,함평군,2017,35.065912,126.5166908,719,685,462,150,1,742,742,742,604,117,735,734,698,489,126,720,678,419,131,2,646,401,107,16,0,12.27,22.828,46.712,3.038,0.087,0.155,0.102,0.092,49.279,50.721,34.517,13.418,21.098,38.874,61.126,59.261,26.481,32.78,44.685,55.315,43.754,21.377,22.373,48.858,51.135,75.933,red
전라남도,해남군,2017,34.573361,126.599229,718,687,460,165,9,744,744,744,612,124,744,742,706,525,147,716,685,455,148,0,615,444,153,24,0,12.095,22.409,44.193,1.866,0.101,0.108,0.017,0.365,48.822,51.178,29.92,11.92,18,39.841,60.159,54.799,24.863,29.937,45.37,54.63,29.306,14.034,15.272,47.889,52.111,75.933,red
전라남도,화순군,2017,35.0644478,126.9866463,718,713,554,231,43,744,744,744,659,145,744,744,724,550,141,720,706,537,181,4,696,504,177,21,0,6.115,9.15,73.261,1.604,0.039,0.211,0.003,0.333,48.352,51.648,24.91,9.36,15.551,37.573,62.427,47.761,21.205,26.556,44.398,55.602,22.459,10.147,12.313,45.178,54.822,90,red
전라북도,고창군,2017,35.435788,126.702109,719,677,499,199,24,744,744,744,643,162,741,741,693,496,128,715,681,421,156,3,628,382,100,17,0,15.343,23.288,43.313,2.756,0.02,0.083,0.005,0.349,49.531,50.469,31.331,12.354,18.978,39.429,60.571,55.907,24.82,31.088,44.394,55.606,34.187,16.827,17.36,49.22,50.78,75.933,red
전라북도,군산시,2017,35.967605,126.736874,719,698,492,165,3,744,744,744,546,71,735,735,683,417,93,720,689,417,107,0,671,444,115,10,0,5.15,33.292,20.084,6.141,0.546,0.048,0.013,0.296,50.985,49.015,15.324,6.467,8.857,42.204,57.796,36.982,17.516,19.466,47.363,52.637,6.651,3.409,3.241,51.262,48.738,21.8,red
전라북도,김제시,2017,35.8036204,126.8804518,719,701,476,155,1,740,740,740,606,113,744,744,701,465,113,705,670,400,133,3,648,421,123,16,0,9.979,40.048,21.323,3.545,0.059,0.243,0.038,0.547,49.149,50.851,29.413,11.588,17.825,39.399,60.601,54.183,24.163,30.021,44.594,55.406,25.399,12.596,12.802,49.595,50.405,26.741,red
전라북도,남원시,2017,35.416305,127.390415,719,674,470,212,31,744,744,744,505,124,744,738,686,382,105,712,654,374,117,0,630,422,103,17,0,5.414,16.747,63.018,1.928,0.041,0.323,0.086,0.185,49.064,50.936,25.533,10.035,15.498,39.302,60.698,49.236,22.185,27.051,45.059,54.941,23.96,11.403,12.557,47.593,52.407,48.211,red
전라북도,무주군,2017,36.006819,127.660808,713,657,443,210,40,744,744,741,441,98,744,734,664,324,82,707,584,286,103,0,546,342,86,12,0,5.803,4.972,81.246,0.987,0.004,0.051,0.015,0.158,49.563,50.437,31.263,12.368,18.895,39.561,60.439,56.632,25.641,30.991,45.276,54.724,36.456,16.896,19.56,46.346,53.654,6.455,white
전라북도,부안군,2017,35.731686,126.733551,719,701,476,155,1,740,740,740,606,113,744,744,701,465,113,705,670,400,133,3,648,421,123,16,0,10.837,28.76,40.43,2.716,0.045,0.022,0.069,0.307,49.492,50.508,30.551,12.097,18.454,39.596,60.404,55.849,25.049,30.801,44.85,55.15,30.71,15.082,15.628,49.111,50.889,75.933,red
전라북도,순창군,2017,35.3744135,127.1376242,717,659,439,196,31,744,744,744,499,109,744,735,686,361,97,708,640,348,114,0,609,397,109,15,0,7.51,14.664,65.847,1.558,0.016,0.072,0.011,0.251,47.88,52.12,33.419,12.731,20.688,38.095,61.905,56.689,24.599,32.09,43.392,56.608,39.692,18.462,21.23,46.514,53.486,147.029,white
전라북도,완주군,2017,35.904743,127.162237,719,701,517,178,11,744,744,744,600,106,743,743,703,476,111,720,699,467,140,2,669,449,140,19,0,5.539,9.883,71.741,2.004,0.149,0.126,0.004,0.138,51.13,48.87,19.41,7.92,11.49,40.803,59.197,40.399,18.859,21.54,46.682,53.318,17.774,9.011,8.763,50.697,49.303,90,red
전라북도,익산시,2017,35.9482858,126.9575991,719,701,517,178,11,744,744,744,600,106,743,743,703,476,111,720,699,467,140,2,669,449,140,19,0,10.737,39.634,22.443,5.285,0.21,0.119,0.053,0.303,50.234,49.766,15.959,6.572,9.388,41.178,58.822,38.341,17.868,20.472,46.604,53.396,9.76,5.037,4.722,51.613,48.384,26.741,red
전라북도,임실군,2017,35.617652,127.28952,714,618,393,179,31,744,744,742,404,94,744,730,673,307,92,699,582,284,107,0,545,334,88,16,0,6.9,10.066,68.396,1.38,0.015,0.091,0.017,0.243,50.139,49.861,34.268,13.566,20.702,39.589,60.411,58.062,26.331,31.731,45.35,54.65,37.801,17.944,19.857,47.469,52.531,75.933,red
전라북도,장수군,2017,35.64432,127.522292,705,596,352,149,8,744,744,733,328,48,744,707,628,263,40,686,506,235,48,0,502,288,60,9,0,5.766,8.883,74.984,1.077,0.037,0.737,0.054,0.156,49.305,50.695,31.064,12.394,18.671,39.896,60.104,55.998,25.279,30.719,45.143,54.857,45.421,22.318,23.098,49.136,50.854,32.167,red
전라북도,정읍시,2017,35.824158,127.148054,719,678,479,178,14,744,744,744,601,131,744,744,693,448,113,720,670,379,136,1,629,378,110,17,0,10.622,25.344,46.333,2.829,0.083,0.065,0.017,0.281,49.471,50.529,25.208,10.07,15.138,39.946,60.054,48.583,22.065,26.518,45.418,54.582,21.098,10.281,10.817,48.731,51.269,48.211,red
전라북도,진안군,2017,35.7917297,127.4248356,705,596,352,149,8,744,744,733,328,48,744,707,628,263,40,686,506,235,48,0,502,288,60,9,0,5.084,5.978,77.279,0.922,0.049,0.049,0.018,0.13,49.566,50.434,33.56,13.67,19.891,40.732,59.268,59.28,27.317,31.963,46.082,53.918,38.7,18.467,20.233,47.718,52.282,136.667,white
충청남도,계룡시,2017,36.2745575,127.2485901,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,4.475,6.415,65.582,4.033,0.281,0.156,0.009,0.2,49.59,50.41,9.286,3.727,5.559,40.134,59.866,28.818,13.653,15.165,47.376,52.624,3.466,1.733,1.731,50,49.928,6.081,white
충청남도,공주시,2017,36.4465901,127.1190423,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,6.316,11.861,69.781,2.248,0.064,0.181,0.029,0.316,49.569,50.431,21.319,8.982,12.337,42.132,57.868,45.664,21.262,24.402,46.562,53.438,22.102,10.767,11.336,48.715,51.289,48.211,red
충청남도,금산군,2017,36.108797,127.488153,713,657,443,210,40,744,744,741,441,98,744,734,664,324,82,707,584,286,103,0,546,342,86,12,0,8.787,9.61,70.232,1.81,0.008,0.338,0.026,0.186,50.476,49.524,25.538,10.465,15.074,40.976,59.024,49.911,22.995,26.916,46.072,53.928,28.879,14.284,14.596,49.46,50.54,75.933,red
충청남도,논산시,2017,36.1870655,127.0987456,718,675,461,205,23,744,744,744,496,100,744,742,675,388,98,707,650,363,127,0,612,398,126,16,0,9.722,27.046,42.365,4.117,0.053,0.569,0.009,0.309,50.04,49.96,22.728,9.345,13.383,41.116,58.884,46.779,21.588,25.191,46.148,53.852,20.246,9.73,10.515,48.061,51.935,26.741,red
충청남도,당진시,2017,36.8936109,126.6283278,719,688,431,153,1,744,744,744,456,51,744,744,671,404,71,714,658,403,112,0,632,392,109,2,0,9.954,30.124,32.829,3.187,0.405,0.265,0.006,0.275,52.413,47.587,16.484,7.074,9.41,42.915,57.085,36.762,17.775,18.987,48.352,51.648,19.17,9.78,9.391,51.015,48.985,26.741,red
충청남도,보령시,2017,36.333352,126.612844,719,686,434,101,0,744,744,744,518,29,744,744,688,456,69,720,689,430,85,0,659,430,113,1,0,7.285,18.1,57.399,2.86,0.071,0.205,0.009,0.306,50.637,49.363,22.513,9.431,13.082,41.893,58.107,47.531,21.986,25.545,46.256,53.744,19.352,9.415,9.938,48.651,51.354,48.211,red
충청남도,부여군,2017,36.275651,126.909809,718,675,461,205,23,744,744,744,496,100,744,742,675,388,98,707,650,363,127,0,612,398,126,16,0,7.312,23.693,50.886,2.721,0.016,0.14,0.064,0.438,49.423,50.577,30.185,12.466,17.719,41.298,58.702,56.599,25.753,30.847,45.5,54.5,30.537,14.727,15.81,48.226,51.774,75.933,red
충청남도,서산시,2017,36.784747,126.450326,719,688,431,153,1,744,744,744,456,51,744,744,671,404,71,714,658,403,112,0,632,392,109,2,0,10.601,26.356,39.284,2.618,0.225,0.072,0.039,0.359,51.501,48.499,16.573,6.989,9.584,42.169,57.831,37.605,17.851,19.754,47.469,52.531,16.304,7.863,8.441,48.229,51.771,48.211,red
충청남도,서천군,2017,36.080293,126.691343,719,698,492,165,3,744,744,744,546,71,735,735,683,417,93,720,689,417,107,0,671,444,115,10,0,8.713,29.841,40.053,3.766,0.153,0.061,0.125,0.528,48.983,51.017,32.49,13.335,19.155,41.044,58.956,58.642,26.478,32.164,45.152,54.848,21.936,10.321,11.614,47.053,52.947,26.741,red
충청남도,아산시,2017,36.7899342,127.0025517,717,657,440,191,23,743,743,740,381,64,744,741,668,309,59,704,609,323,88,0,540,345,93,9,0,10.247,23.6,38.674,4.659,0.382,1.567,0.012,0.258,51.444,48.556,11.055,4.571,6.485,41.343,58.657,27.97,13.399,14.571,47.905,52.095,7.02,3.489,3.531,49.705,50.295,26.741,red
충청남도,예산군,2017,36.6826401,126.8487287,719,688,431,153,1,744,744,744,456,51,744,744,671,404,71,714,658,403,112,0,632,392,109,2,0,10.604,22.08,45.069,3.235,0.179,2.212,0.011,0.298,50.073,49.927,27.272,11.52,15.752,42.241,57.759,53.679,24.825,28.854,46.247,53.753,32.028,15.91,16.12,49.673,50.331,32.167,red
충청남도,청양군,2017,36.4591572,126.8022596,718,675,461,205,23,744,744,744,496,100,744,742,675,388,98,707,650,363,127,0,612,398,126,16,0,7.325,14.78,66.106,2,0.015,0.093,0.004,0.298,50.015,49.985,32.278,13.52,18.758,41.886,58.114,58.273,26.887,31.387,46.139,53.861,43.421,21.258,22.162,48.959,51.041,75.933,red
충청남도,태안군,2017,36.7455952,126.2980581,719,688,431,153,1,744,744,744,456,51,744,744,671,404,71,714,658,403,112,0,632,392,109,2,0,12.454,21.83,45.564,2.393,0.012,0.042,0.028,0.17,50.574,49.426,26.957,11.679,15.278,43.324,56.676,53.453,24.749,28.703,46.301,53.699,25.992,12.033,13.957,46.296,53.698,75.933,red
충청남도,홍성군,2017,36.6012856,126.6608045,719,693,471,199,16,744,744,744,516,77,719,717,647,356,61,714,656,352,102,0,568,361,106,7,0,13.555,22.095,44.115,3.91,0.303,0.657,0.005,0.477,49.602,50.398,20.804,8.723,12.08,41.931,58.069,42.833,19.797,23.036,46.219,53.781,18.8,9.299,9.5,49.464,50.53,26.741,red
충청북도,괴산군,2017,36.8153352,127.7866624,718,682,490,234,59,744,744,742,465,99,744,740,673,370,86,706,627,323,99,0,577,371,116,13,0,8.904,7.029,74.017,1.44,0.021,0.307,0.026,0.166,50.968,49.032,29.47,12.458,17.012,42.275,57.725,57.986,27.33,30.655,47.133,52.867,32.908,16.592,16.315,50.421,49.579,75.933,red
충청북도,단양군,2017,36.9846588,128.3654631,711,619,415,183,39,743,743,725,318,66,744,733,673,244,47,703,538,264,73,0,581,305,77,6,0,7.797,1.662,82.129,0.806,0.028,0.138,0.024,0.389,50.117,49.883,26.923,11.106,15.817,41.251,58.749,57.334,26.803,30.532,46.748,53.252,23.297,11.971,11.322,51.385,48.6,6.081,white
충청북도,보은군,2017,36.489384,127.729504,711,653,425,210,51,744,744,738,358,80,744,742,662,312,76,697,567,284,98,0,536,340,82,11,0,8.777,10.162,68.371,1.507,0.031,0.393,0.02,0.252,49.93,50.07,30.838,12.577,18.261,40.785,59.215,58.933,27.208,31.725,46.167,53.833,33.679,16.563,17.116,49.179,50.821,75.933,red
충청북도,영동군,2017,36.174644,127.783504,713,657,443,210,40,744,744,741,441,98,744,734,664,324,82,707,584,286,103,0,546,342,86,12,0,6.07,6.311,77.165,1.152,0.022,0.837,0.029,0.191,49.914,50.086,27.303,11.039,16.264,40.432,59.568,53.024,24.176,28.849,45.594,54.406,32.015,15.125,16.89,47.242,52.758,32.167,red
충청북도,옥천군,2017,36.3063646,127.5712809,719,707,532,267,64,744,744,744,550,126,744,744,694,430,113,719,683,418,140,0,642,429,125,18,0,10.354,8.251,64.491,1.862,0.015,0.615,0.022,0.311,49.963,50.037,26.128,10.796,15.331,41.322,58.678,52.935,24.457,28.478,46.202,53.798,29.349,14.024,15.325,47.783,52.217,75.933,red
충청북도,음성군,2017,36.940235,127.6905015,718,682,490,234,59,744,744,742,465,99,744,740,673,370,86,706,627,323,99,0,577,371,116,13,0,11.934,14.39,52.108,2.86,0.26,1.589,0.009,0.4,52.437,47.563,17.219,7.365,9.854,42.775,57.225,41.418,20.323,21.094,49.069,50.931,17.916,9.179,8.737,51.234,48.766,15.4,white
충청북도,제천시,2017,37.132548,128.190937,713,637,381,177,33,744,744,733,300,55,744,716,644,250,56,682,526,237,61,0,532,276,75,6,0,8.56,3.888,73.09,1.694,0.075,0.448,0.048,0.231,50.308,49.692,17.396,7.348,10.047,42.243,57.757,42.793,20.194,22.599,47.191,52.809,13.16,6.612,6.548,50.245,49.755,6.081,white
충청북도,증평군,2017,36.7853074,127.5814886,719,717,566,259,57,744,744,744,564,123,744,744,705,447,116,720,695,470,138,0,661,453,139,16,0,11.636,16.543,48.901,5.218,0.498,0.384,0.014,0.162,50.647,49.353,14.415,5.896,8.519,40.9,59.1,35.65,16.699,18.951,46.843,53.157,10.619,5.051,5.567,47.571,52.429,26.741,red
충청북도,진천군,2017,36.85538,127.435639,717,657,440,191,23,743,743,740,381,64,744,741,668,309,59,704,609,323,88,0,540,345,93,9,0,8.405,14.655,56.406,2.598,0.329,0.465,0.025,0.228,51.869,48.131,16.398,6.794,9.604,41.434,58.566,39.362,18.854,20.508,47.898,52.102,17.798,8.864,8.934,49.803,50.197,15.4,white
충청북도,충주시,2017,36.989763,127.928951,718,682,490,234,59,744,744,742,465,99,744,740,673,370,86,706,627,323,99,0,577,371,116,13,0,8.012,8.141,62.854,2.548,0.115,1.64,0.039,0.207,50.527,49.473,16.458,6.819,9.639,41.434,58.566,40.535,19.108,21.426,47.141,52.859,12.377,6.174,6.203,49.884,50.116,6.081,white
경상북도,포항시북구,2017,36.0418465,129.3656451,719,714,499,135,30,744,744,744,531,174,744,744,734,451,79,720,711,556,110,2,701,576,155,12,0,5.211,9.86,72.766,2.344,0.069,0.724,0.003,0.331,49.585,50.415,13.751,5.756,7.995,41.86,58.14,39.358,18.316,21.042,46.537,53.463,11.023,5.388,5.635,48.879,51.121,90,red
경상남도,창원시성산구,2017,35.1984659,128.7027178,719,719,506,153,8,744,744,744,585,127,744,744,743,573,142,720,713,565,147,1,700,566,186,25,0,1.159,2.527,54.328,7.946,1.27,0.748,0,0.329,51.72,48.28,5.895,2.492,3.403,42.27,57.73,29.136,14.708,14.428,50.481,49.519,1.006,0.505,0.501,50.176,49.824,6.081,white
충청남도,천안시서북구,2017,36.8785965,127.143142,717,657,440,191,23,743,743,740,381,64,744,741,668,309,59,704,609,323,88,0,540,345,93,9,0,9.334,20.499,25.875,8.528,0.8,7.727,0,0.337,50.996,49.004,7.522,3.115,4.406,41.417,58.583,24.982,12.254,12.728,49.051,50.949,8.952,4.512,4.44,50.4,49.6,26.741,red
경상북도,포항시남구,2017,36.0086283,129.3592306,719,714,499,135,30,744,744,744,531,174,744,744,734,451,79,720,711,556,110,2,701,576,155,12,0,5.934,8.297,64.063,4.211,0.217,0.1,0.015,0.43,51.698,48.302,13.046,5.709,7.337,43.76,56.24,38.793,18.687,20.106,48.172,51.828,12.284,6.004,6.28,48.879,51.121,6.081,white
충청남도,천안시동남구,2017,36.806991,127.150335,717,657,440,191,23,743,743,740,381,64,744,741,668,309,59,704,609,323,88,0,540,345,93,9,0,8.051,12.755,59.67,4.523,0.344,0.256,0.092,0.497,50.715,49.285,11.236,4.745,6.491,42.228,57.772,31.465,15.132,16.332,48.093,51.907,11.759,5.927,5.833,50.4,49.6,26.741,red
경상남도,창원시진해구,2017,35.1330251,128.7100381,719,719,506,153,8,744,744,744,585,127,744,744,743,573,142,720,713,565,147,1,700,566,186,25,0,3.177,5.181,58.296,9.359,0.942,0.345,0.041,0.347,51.036,48.964,11.765,4.937,6.828,41.964,58.036,32.042,15.055,16.987,46.985,53.015,1.947,0.976,0.971,50.142,49.858,6.081,white
전라북도,전주시완산구,2017,35.812111,127.1199201,719,701,517,178,11,744,744,744,600,106,743,743,703,476,111,720,699,467,140,2,669,449,140,19,0,5.666,11.737,45.457,17.096,1.052,0.284,0.002,0.247,49.088,50.912,12.554,5.28,7.273,42.063,57.937,34.08,15.773,18.308,46.281,53.719,2.11,0.847,1.264,40.115,59.885,21.8,red
경기도,고양시일산서구,2017,37.6754336,126.7505994,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,8.404,22.531,3.995,19.517,3.211,0.264,0,0.053,48.543,51.457,10.594,4.293,6.301,40.519,59.481,31.888,15.18,16.708,47.603,52.397,6.751,3.373,3.379,49.956,50.044,4.778,white
경상남도,창원시마산회원구,2017,35.2206349,128.5795296,719,719,506,153,8,744,744,744,585,127,744,744,743,573,142,720,713,565,147,1,700,566,186,25,0,2.278,5.955,69.945,7.06,0.283,0.776,0.001,0.287,50.245,49.755,12.851,5.589,7.261,43.496,56.504,37.837,17.863,19.974,47.21,52.79,2.104,1.069,1.035,50.798,49.202,6.081,white
경기도,용인시수지구,2017,37.32215,127.0974374,719,700,508,192,23,744,744,744,513,95,744,744,686,398,88,717,680,437,137,0,615,412,138,13,0,3.356,2.619,51.705,23.262,3.47,0.049,0,0.079,48.94,51.06,11.576,5.181,6.395,44.759,55.241,29.158,13.92,15.238,47.739,52.261,6.284,3.161,3.123,50.3,49.7,6.081,white
충청북도,청주시상당구,2017,36.6510445,127.4870295,719,717,566,259,57,744,744,744,564,123,744,744,705,447,116,720,695,470,138,0,661,453,139,16,0,8.019,8.952,66.807,3.192,0.099,0.172,0.037,0.318,50.008,49.992,13.581,5.606,7.974,41.281,58.719,36.719,17.307,19.412,47.134,52.866,25.321,12.823,12.498,50.641,49.359,26.741,red
경기도,고양시일산동구,2017,37.6585751,126.7749035,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,11.738,11.878,21.769,17.158,5.115,0.185,0.147,0.442,48.621,51.379,10.634,4.323,6.311,40.654,59.346,32.88,15.605,17.275,47.461,52.539,6.923,3.458,3.465,49.956,50.044,26.741,red
경기도,용인시기흥구,2017,37.2801554,127.114659,719,700,508,192,23,744,744,744,513,95,744,744,686,398,88,717,680,437,137,0,615,412,138,13,0,3.423,4.327,38.774,19.205,4.24,0.007,0.376,0.071,49.512,50.488,10.589,4.65,5.939,43.918,56.082,27.407,12.963,14.444,47.299,52.701,5.127,2.579,2.548,50.3,49.7,6.081,white
경기도,용인시처인구,2017,37.2344406,127.2013458,719,700,508,192,23,744,744,744,513,95,744,744,686,398,88,717,680,437,137,0,615,412,138,13,0,8.021,13.902,56.044,4.41,0.047,0.052,0.367,0.464,51.443,48.557,11.942,5.114,6.828,42.822,57.178,32.679,15.776,16.902,48.278,51.722,9.306,4.681,4.625,50.3,49.7,26.741,red
경상남도,창원시마산합포구,2017,35.1969107,128.5678853,719,719,506,153,8,744,744,744,585,127,744,744,743,573,142,720,713,565,147,1,700,566,186,25,0,4.037,10.514,70.542,4.037,0.194,0.631,0.057,0.453,49.813,50.187,16.923,7.061,9.862,41.726,58.274,42.54,19.406,23.134,45.619,54.381,3.805,1.859,1.946,48.853,51.147,21.8,red
경기도,안산시단원구,2017,37.3193953,126.8123263,719,700,508,192,23,744,744,744,513,95,744,744,686,398,88,717,680,437,137,0,615,412,138,13,0,7.143,7.298,32.729,10.637,2.28,0.559,0.774,0.423,51.404,48.596,7.962,3.322,4.64,41.725,58.275,30.093,15.086,15.007,50.132,49.868,1.94,0.954,0.986,49.184,50.816,6.081,white
경기도,고양시덕양구,2017,37.6374233,126.8323482,719,717,506,108,0,744,744,744,467,27,744,744,699,424,71,720,715,555,100,0,678,428,104,4,0,10.882,9.587,42.767,8.244,1.422,0.263,0.004,0.95,49.536,50.464,12.449,5.149,7.3,41.362,58.638,34.743,16.42,18.322,47.263,52.737,4.509,2.252,2.256,49.956,50.044,4.778,white
경상남도,창원시의창구,2017,35.2538433,128.6402609,719,719,506,153,8,744,744,744,585,127,744,744,743,573,142,720,713,565,147,1,700,566,186,25,0,5.608,21.258,36.725,6.446,0.467,5.252,0,0.576,50.951,49.049,9.875,4.219,5.656,42.721,57.279,34.407,16.676,17.732,48.466,51.534,4.514,2.257,2.256,50.009,49.991,21.8,red
전라북도,전주시덕진구,2017,35.8293872,127.1343073,719,701,517,178,11,744,744,744,600,106,743,743,703,476,111,720,699,467,140,2,669,449,140,19,0,10.169,25.099,22.073,12.791,0.542,0.238,0.101,0.146,49.889,50.111,12.599,5.429,7.169,43.094,56.906,32.847,15.546,17.3,47.33,52.67,2.651,1.064,1.588,40.115,59.885,4.778,white
충청북도,청주시흥덕구,2017,36.6370179,127.4696705,719,717,566,259,57,744,744,744,564,123,744,744,705,447,116,720,695,470,138,0,661,453,139,16,0,11.672,19.742,35.12,6.162,1.053,0.377,0.024,0.155,50.216,49.784,9.227,3.854,5.372,41.773,58.227,29.309,13.955,15.354,47.613,52.387,16.925,8.571,8.354,50.641,49.359,26.741,red
충청북도,청주시서원구,2017,36.6375895,127.4698136,719,717,566,259,57,744,744,744,564,123,744,744,705,447,116,720,695,470,138,0,661,453,139,16,0,9.163,13.108,49.288,8.518,0.56,0.147,0.004,0.291,49.597,50.403,10.981,4.505,6.476,41.026,58.974,32.001,14.928,17.073,46.648,53.352,19.541,9.896,9.645,50.641,49.359,26.741,red
충청북도,청주시청원구,2017,36.6515656,127.4866987,719,717,566,259,57,744,744,744,564,123,744,744,705,447,116,720,695,470,138,0,661,453,139,16,0,10.977,20.059,35.489,7.098,0.948,0.406,0.003,0.258,50.699,49.301,10.615,4.36,6.255,41.074,58.926,28.976,13.529,15.447,46.691,53.309,22.643,11.466,11.176,50.641,49.359,26.741,red
경기도,안산시상록구,2017,37.3012311,126.8450736,719,700,508,192,23,744,744,744,513,95,744,744,686,398,88,717,680,437,137,0,615,412,138,13,0,8.526,7.788,37.141,14.596,4.062,0.097,0,0.334,50.834,49.166,8.863,3.611,5.252,40.74,59.26,30.185,14.793,15.392,49.007,50.993,1.613,0.793,0.819,49.184,50.816,6.081,white
